853600.11	987505.628	2272
853610.11	987505.628	2275
853620.11	987505.628	2275
853630.11	987505.628	2278
853640.11	987505.628	2282
853650.11	987505.628	2286
853660.11	987505.628	2291
853670.11	987505.628	2291
853680.11	987505.628	2296
853690.11	987505.628	2301
853700.11	987505.628	2307
853710.11	987505.628	2313
853720.11	987505.628	2313
853730.11	987505.628	2318
853740.11	987505.628	2323
853750.11	987505.628	2329
853760.11	987505.628	2336
853770.11	987505.628	2332
853780.11	987505.628	2341
853790.11	987505.628	2349
853800.11	987505.628	2357
853810.11	987505.628	2363
853820.11	987505.628	2363
853830.11	987505.628	2366
853840.11	987505.628	2371
853850.11	987505.628	2380
853860.11	987505.628	2390
853870.11	987505.628	2390
853880.11	987505.628	2399
853890.11	987505.628	2409
853900.11	987505.628	2416
853910.11	987505.628	2421
853920.11	987505.628	2421
853930.11	987505.628	2424
853940.11	987505.628	2426
853950.11	987505.628	2429
853960.11	987505.628	2432
853970.11	987505.628	2432
853980.11	987505.628	2435
853990.11	987505.628	2440
854000.11	987505.628	2446
854010.11	987505.628	2455
853600.11	987515.628	2262
853610.11	987515.628	2267
853620.11	987515.628	2267
853630.11	987515.628	2271
853640.11	987515.628	2275
853650.11	987515.628	2280
853660.11	987515.628	2285
853670.11	987515.628	2285
853680.11	987515.628	2290
853690.11	987515.628	2296
853700.11	987515.628	2302
853710.11	987515.628	2308
853720.11	987515.628	2308
853730.11	987515.628	2313
853740.11	987515.628	2318
853750.11	987515.628	2324
853760.11	987515.628	2332
853770.11	987515.628	2332
853780.11	987515.628	2341
853790.11	987515.628	2349
853800.11	987515.628	2357
853810.11	987515.628	2363
853820.11	987515.628	2363
853830.11	987515.628	2366
853840.11	987515.628	2371
853850.11	987515.628	2380
853860.11	987515.628	2390
853870.11	987515.628	2390
853880.11	987515.628	2399
853890.11	987515.628	2409
853900.11	987515.628	2416
853910.11	987515.628	2421
853920.11	987515.628	2421
853930.11	987515.628	2424
853940.11	987515.628	2426
853950.11	987515.628	2429
853960.11	987515.628	2432
853970.11	987515.628	2432
853980.11	987515.628	2435
853990.11	987515.628	2440
854000.11	987515.628	2446
854010.11	987515.628	2455
853600.11	987525.628	2254
853610.11	987525.628	2259
853620.11	987525.628	2259
853630.11	987525.628	2264
853640.11	987525.628	2269
853650.11	987525.628	2274
853660.11	987525.628	2279
853670.11	987525.628	2279
853680.11	987525.628	2285
853690.11	987525.628	2291
853700.11	987525.628	2296
853710.11	987525.628	2302
853720.11	987525.628	2302
853730.11	987525.628	2308
853740.11	987525.628	2313
853750.11	987525.628	2320
853760.11	987525.628	2328
853770.11	987525.628	2328
853780.11	987525.628	2337
853790.11	987525.628	2346
853800.11	987525.628	2354
853810.11	987525.628	2359
853820.11	987525.628	2359
853830.11	987525.628	2362
853840.11	987525.628	2367
853850.11	987525.628	2377
853860.11	987525.628	2389
853870.11	987525.628	2389
853880.11	987525.628	2400
853890.11	987525.628	2411
853900.11	987525.628	2419
853910.11	987525.628	2422
853920.11	987525.628	2422
853930.11	987525.628	2424
853940.11	987525.628	2428
853950.11	987525.628	2432
853960.11	987525.628	2436
853970.11	987525.628	2436
853980.11	987525.628	2439
853990.11	987525.628	2444
854000.11	987525.628	2451
854010.11	987525.628	2460
853600.11	987535.628	2247
853610.11	987535.628	2252
853620.11	987535.628	2252
853630.11	987535.628	2258
853640.11	987535.628	2263
853650.11	987535.628	2269
853660.11	987535.628	2274
853670.11	987535.628	2274
853680.11	987535.628	2280
853690.11	987535.628	2286
853700.11	987535.628	2292
853710.11	987535.628	2298
853720.11	987535.628	2298
853730.11	987535.628	2304
853740.11	987535.628	2310
853750.11	987535.628	2318
853760.11	987535.628	2327
853770.11	987535.628	2327
853780.11	987535.628	2336
853790.11	987535.628	2344
853800.11	987535.628	2351
853810.11	987535.628	2356
853820.11	987535.628	2356
853830.11	987535.628	2359
853840.11	987535.628	2364
853850.11	987535.628	2375
853860.11	987535.628	2389
853870.11	987535.628	2389
853880.11	987535.628	2401
853890.11	987535.628	2412
853900.11	987535.628	2420
853910.11	987535.628	2423
853920.11	987535.628	2423
853930.11	987535.628	2425
853940.11	987535.628	2429
853950.11	987535.628	2435
853960.11	987535.628	2441
853970.11	987535.628	2441
853980.11	987535.628	2444
853990.11	987535.628	2449
854000.11	987535.628	2457
854010.11	987535.628	2467
853600.11	987545.628	2240
853610.11	987545.628	2245
853620.11	987545.628	2245
853630.11	987545.628	2251
853640.11	987545.628	2257
853650.11	987545.628	2263
853660.11	987545.628	2269
853670.11	987545.628	2269
853680.11	987545.628	2276
853690.11	987545.628	2282
853700.11	987545.628	2289
853710.11	987545.628	2295
853720.11	987545.628	2295
853730.11	987545.628	2302
853740.11	987545.628	2311
853750.11	987545.628	2320
853760.11	987545.628	2330
853770.11	987545.628	2330
853780.11	987545.628	2340
853790.11	987545.628	2346
853800.11	987545.628	2349
853810.11	987545.628	2354
853820.11	987545.628	2354
853830.11	987545.628	2357
853840.11	987545.628	2364
853850.11	987545.628	2377
853860.11	987545.628	2392
853870.11	987545.628	2392
853880.11	987545.628	2403
853890.11	987545.628	2413
853900.11	987545.628	2420
853910.11	987545.628	2423
853920.11	987545.628	2423
853930.11	987545.628	2426
853940.11	987545.628	2432
853950.11	987545.628	2439
853960.11	987545.628	2446
853970.11	987545.628	2446
853980.11	987545.628	2450
853990.11	987545.628	2456
854000.11	987545.628	2464
854010.11	987545.628	2474
853600.11	987555.628	2240
853610.11	987555.628	2245
853620.11	987555.628	2245
853630.11	987555.628	2251
853640.11	987555.628	2257
853650.11	987555.628	2263
853660.11	987555.628	2269
853670.11	987555.628	2269
853680.11	987555.628	2276
853690.11	987555.628	2282
853700.11	987555.628	2289
853710.11	987555.628	2295
853720.11	987555.628	2295
853730.11	987555.628	2302
853740.11	987555.628	2311
853750.11	987555.628	2320
853760.11	987555.628	2330
853770.11	987555.628	2330
853780.11	987555.628	2340
853790.11	987555.628	2346
853800.11	987555.628	2348
853810.11	987555.628	2351
853820.11	987555.628	2351
853830.11	987555.628	2357
